ID|name|name_lower|composer|milliseconds|bytes|unit_price|media_type_ID|genre_ID|album_ID
1579|Since I've Been Loving You|since i've been loving you|John Paul Jones/Robert Plant|416365|13471959|0.99|1|1|127
1580|Black Dog|black dog|John Paul Jones/Robert Plant|317622|10267572|0.99|1|1|127
1581|Dazed And Confused|dazed and confused|Jimmy Page/Led Zeppelin|1116734|36052247|0.99|1|1|127
1582|Stairway To Heaven|stairway to heaven|Robert Plant|529658|17050485|0.99|1|1|127
1583|Going To California|going to california|Robert Plant|234605|7646749|0.99|1|1|127
1584|That's The Way|that's the way|Robert Plant|343431|11248455|0.99|1|1|127
1585|Whole Lotta Love (Medley)|whole lotta love (medley)|Arthur Crudup/Bernard Besman/Bukka White/Doc Pomus/John Bonham/John Lee Hooker/John Paul Jones/Mort Shuman/Robert Plant/Willie Dixon|825103|26742545|0.99|1|1|127
1586|Thank You|thank you|Robert Plant|398262|12831826|0.99|1|1|127
1587|We're Gonna Groove|we're gonna groove|Ben E.King/James Bethea|157570|5180975|0.99|1|1|128
1588|Poor Tom|poor tom|Jimmy Page/Robert Plant|182491|6016220|0.99|1|1|128
1589|I Can't Quit You Baby|i can't quit you baby|Willie Dixon|258168|8437098|0.99|1|1|128
1590|Walter's Walk|walter's walk|Jimmy Page, Robert Plant|270785|8712499|0.99|1|1|128
1591|Ozone Baby|ozone baby|Jimmy Page, Robert Plant|215954|7079588|0.99|1|1|128
1592|Darlene|darlene|Jimmy Page, Robert Plant, John Bonham, John Paul Jones|307226|10078197|0.99|1|1|128
1593|Bonzo's Montreux|bonzo's montreux|John Bonham|258925|8557447|0.99|1|1|128
1594|Wearing And Tearing|wearing and tearing|Jimmy Page, Robert Plant|330004|10701590|0.99|1|1|128
1595|The Song Remains The Same|the song remains the same|Jimmy Page/Jimmy Page & Robert Plant/Robert Plant|330004|10708950|0.99|1|1|129
1596|The Rain Song|the rain song|Jimmy Page/Jimmy Page & Robert Plant/Robert Plant|459180|15029875|0.99|1|1|129
1597|Over The Hills And Far Away|over the hills and far away|Jimmy Page/Jimmy Page & Robert Plant/Robert Plant|290089|9552829|0.99|1|1|129
1598|The Crunge|the crunge|John Bonham/John Paul Jones|197407|6460212|0.99|1|1|129
1599|Dancing Days|dancing days|Jimmy Page/Jimmy Page & Robert Plant/Robert Plant|223216|7250104|0.99|1|1|129
1600|D'Yer Mak'er|d'yer mak'er|John Bonham/John Paul Jones|262948|8645935|0.99|1|1|129
1601|No Quarter|no quarter|John Paul Jones|420493|13656517|0.99|1|1|129
1602|The Ocean|the ocean|John Bonham/John Paul Jones|271098|8846469|0.99|1|1|129
1603|In The Evening|in the evening|Jimmy Page, Robert Plant & John Paul Jones|410566|13399734|0.99|1|1|130
1604|South Bound Saurez|south bound saurez|John Paul Jones & Robert Plant|254406|8420427|0.99|1|1|130
1605|Fool In The Rain|fool in the rain|Jimmy Page, Robert Plant & John Paul Jones|372950|12371433|0.99|1|1|130
1606|Hot Dog|hot dog|Jimmy Page & Robert Plant|197198|6536167|0.99|1|1|130
1607|Carouselambra|carouselambra|John Paul Jones, Jimmy Page & Robert Plant|634435|20858315|0.99|1|1|130
1608|All My Love|all my love|Robert Plant & John Paul Jones|356284|11684862|0.99|1|1|130
1609|I'm Gonna Crawl|i'm gonna crawl|Jimmy Page, Robert Plant & John Paul Jones|329639|10737665|0.99|1|1|130
1610|Black Dog|black dog|Jimmy Page, Robert Plant, John Paul Jones|296672|9660588|0.99|1|1|131
1611|Rock & Roll|rock & roll|Jimmy Page, Robert Plant, John Paul Jones, John Bonham|220917|7142127|0.99|1|1|131
1612|The Battle Of Evermore|the battle of evermore|Jimmy Page, Robert Plant|351555|11525689|0.99|1|1|131
1613|Stairway To Heaven|stairway to heaven|Jimmy Page, Robert Plant|481619|15706767|0.99|1|1|131
1614|Misty Mountain Hop|misty mountain hop|Jimmy Page, Robert Plant, John Paul Jones|278857|9092799|0.99|1|1|131
1615|Four Sticks|four sticks|Jimmy Page, Robert Plant|284447|9481301|0.99|1|1|131
1616|Going To California|going to california|Jimmy Page, Robert Plant|215693|7068737|0.99|1|1|131
1617|When The Levee Breaks|when the levee breaks|Jimmy Page, Robert Plant, John Paul Jones, John Bonham, Memphis Minnie|427702|13912107|0.99|1|1|131
1618|Good Times Bad Times|good times bad times|Jimmy Page/John Bonham/John Paul Jones|166164|5464077|0.99|1|1|132
1619|Babe I'm Gonna Leave You|babe i'm gonna leave you|Jimmy Page/Robert Plant|401475|13189312|0.99|1|1|132
1620|You Shook Me|you shook me|J. B. Lenoir/Willie Dixon|388179|12643067|0.99|1|1|132
1621|Dazed and Confused|dazed and confused|Jimmy Page|386063|12610326|0.99|1|1|132
1622|Your Time Is Gonna Come|your time is gonna come|Jimmy Page/John Paul Jones|274860|9011653|0.99|1|1|132
1623|Black Mountain Side|black mountain side|Jimmy Page|132702|4440602|0.99|1|1|132
1624|Communication Breakdown|communication breakdown|Jimmy Page/John Bonham/John Paul Jones|150230|4899554|0.99|1|1|132
1625|I Can't Quit You Baby|i can't quit you baby|Willie Dixon|282671|9252733|0.99|1|1|132
1626|How Many More Times|how many more times|Jimmy Page/John Bonham/John Paul Jones|508055|16541364|0.99|1|1|132
1627|Whole Lotta Love|whole lotta love|Jimmy Page, Robert Plant, John Paul Jones, John Bonham|334471|11026243|0.99|1|1|133
1628|What Is And What Should Never Be|what is and what should never be|Jimmy Page, Robert Plant|287973|9369385|0.99|1|1|133
1629|The Lemon Song|the lemon song|Jimmy Page, Robert Plant, John Paul Jones, John Bonham|379141|12463496|0.99|1|1|133
1630|Thank You|thank you|Jimmy Page, Robert Plant|287791|9337392|0.99|1|1|133
1631|Heartbreaker|heartbreaker|Jimmy Page, Robert Plant, John Paul Jones, John Bonham|253988|8387560|0.99|1|1|133
1632|Living Loving Maid (She's Just A Woman)|living loving maid (she's just a woman)|Jimmy Page, Robert Plant|159216|5219819|0.99|1|1|133
1633|Ramble On|ramble on|Jimmy Page, Robert Plant|275591|9199710|0.99|1|1|133
1634|Moby Dick|moby dick|John Bonham, John Paul Jones, Jimmy Page|260728|8664210|0.99|1|1|133
1635|Bring It On Home|bring it on home|Jimmy Page, Robert Plant|259970|8494731|0.99|1|1|133
1636|Immigrant Song|immigrant song|Jimmy Page, Robert Plant|144875|4786461|0.99|1|1|134
1637|Friends|friends|Jimmy Page, Robert Plant|233560|7694220|0.99|1|1|134
1638|Celebration Day|celebration day|Jimmy Page, Robert Plant, John Paul Jones|209528|6871078|0.99|1|1|134
1639|Since I've Been Loving You|since i've been loving you|Jimmy Page, Robert Plant, John Paul Jones|444055|14482460|0.99|1|1|134
1640|Out On The Tiles|out on the tiles|Jimmy Page, Robert Plant, John Bonham|246047|8060350|0.99|1|1|134
1641|Gallows Pole|gallows pole|Traditional|296228|9757151|0.99|1|1|134
1642|Tangerine|tangerine|Jimmy Page|189675|6200893|0.99|1|1|134
1643|That's The Way|that's the way|Jimmy Page, Robert Plant|337345|11202499|0.99|1|1|134
1644|Bron-Y-Aur Stomp|bron-y-aur stomp|Jimmy Page, Robert Plant, John Paul Jones|259500|8674508|0.99|1|1|134
1645|Hats Off To (Roy) Harper|hats off to (roy) harper|Traditional|219376|7236640|0.99|1|1|134
1646|In The Light|in the light|John Paul Jones/Robert Plant|526785|17033046|0.99|1|1|135
1647|Bron-Yr-Aur|bron-yr-aur|Jimmy Page|126641|4150746|0.99|1|1|135
1648|Down By The Seaside|down by the seaside|Robert Plant|316186|10371282|0.99|1|1|135
1649|Ten Years Gone|ten years gone|Robert Plant|393116|12756366|0.99|1|1|135
1650|Night Flight|night flight|John Paul Jones/Robert Plant|217547|7160647|0.99|1|1|135
1651|The Wanton Song|the wanton song|Robert Plant|249887|8180988|0.99|1|1|135
1652|Boogie With Stu|boogie with stu|Ian Stewart/John Bonham/John Paul Jones/Mrs. Valens/Robert Plant|233273|7657086|0.99|1|1|135
1653|Black country Woman|black country woman|Robert Plant|273084|8951732|0.99|1|1|135
1654|Sick Again|sick again|Robert Plant|283036|9279263|0.99|1|1|135
1655|Achilles Last Stand|achilles last stand|Jimmy Page/Robert Plant|625502|20593955|0.99|1|1|136
1656|For Your Life|for your life|Jimmy Page/Robert Plant|384391|12633382|0.99|1|1|136
1657|Royal Orleans|royal orleans|John Bonham/John Paul Jones|179591|5930027|0.99|1|1|136
1658|Nobody's Fault But Mine|nobody's fault but mine|Jimmy Page/Robert Plant|376215|12237859|0.99|1|1|136
1659|Candy Store Rock|candy store rock|Jimmy Page/Robert Plant|252055|8397423|0.99|1|1|136
1660|Hots On For Nowhere|hots on for nowhere|Jimmy Page/Robert Plant|284107|9342342|0.99|1|1|136
1661|Tea For One|tea for one|Jimmy Page/Robert Plant|566752|18475264|0.99|1|1|136
1662|Rock & Roll|rock & roll|John Bonham/John Paul Jones/Robert Plant|242442|7897065|0.99|1|1|137
1663|Celebration Day|celebration day|John Paul Jones/Robert Plant|230034|7478487|0.99|1|1|137
1664|The Song Remains The Same|the song remains the same|Robert Plant|353358|11465033|0.99|1|1|137
1665|Rain Song|rain song|Robert Plant|505808|16273705|0.99|1|1|137
1666|Dazed And Confused|dazed and confused|Jimmy Page|1612329|52490554|0.99|1|1|137
1667|No Quarter|no quarter|John Paul Jones/Robert Plant|749897|24399285|0.99|1|1|138
1668|Stairway To Heaven|stairway to heaven|Robert Plant|657293|21354766|0.99|1|1|138
1669|Moby Dick|moby dick|John Bonham/John Paul Jones|766354|25345841|0.99|1|1|138
1670|Whole Lotta Love|whole lotta love|John Bonham/John Paul Jones/Robert Plant/Willie Dixon|863895|28191437|0.99|1|1|138
1671|Natália|natália|Renato Russo|235728|7640230|0.99|1|7|139
1672|L'Avventura|l'avventura|Renato Russo|278256|9165769|0.99|1|7|139
1673|Música De Trabalho|música de trabalho|Renato Russo|260231|8590671|0.99|1|7|139
1674|Longe Do Meu Lado|longe do meu lado|Renato Russo - Marcelo Bonfá|266161|8655249|0.99|1|7|139
1675|A Via Láctea|a via láctea|Renato Russo|280084|9234879|0.99|1|7|139
1676|Música Ambiente|música ambiente|Renato Russo|247614|8234388|0.99|1|7|139
1677|Aloha|aloha|Renato Russo|325955|10793301|0.99|1|7|139
1678|Soul Parsifal|soul parsifal|Renato Russo - Marisa Monte|295053|9853589|0.99|1|7|139
1679|Dezesseis|dezesseis|Renato Russo|323918|10573515|0.99|1|7|139
1680|Mil Pedaços|mil pedaços|Renato Russo|203337|6643291|0.99|1|7|139
1681|Leila|leila|Renato Russo|323056|10608239|0.99|1|7|139
1682|1º De Julho|1º de julho|Renato Russo|290298|9619257|0.99|1|7|139
1683|Esperando Por Mim|esperando por mim|Renato Russo|261668|8844133|0.99|1|7|139
1684|Quando Você Voltar|quando você voltar|Renato Russo|173897|5781046|0.99|1|7|139
1685|O Livro Dos Dias|o livro dos dias|Renato Russo|257253|8570929|0.99|1|7|139
1686|Será|será|Dado Villa-Lobos/Marcelo Bonfá|148401|4826528|0.99|1|7|140
1687|Ainda É Cedo|ainda É cedo|Dado Villa-Lobos/Ico Ouro-Preto/Marcelo Bonfá|236826|7796400|0.99|1|7|140
1688|Geração Coca-Cola|geração coca-cola|Renato Russo|141453|4625731|0.99|1|7|140
1689|Eduardo E Mônica|eduardo e mônica|Renato Russo|271229|9026691|0.99|1|7|140
1690|Tempo Perdido|tempo perdido|Renato Russo|302158|9963914|0.99|1|7|140
1691|Indios|indios|Renato Russo|258168|8610226|0.99|1|7|140
1692|Que País É Este|que país É este|Renato Russo|177606|5822124|0.99|1|7|140
1693|Faroeste Caboclo|faroeste caboclo|Renato Russo|543007|18092739|0.99|1|7|140
1694|Há Tempos|há tempos|Dado Villa-Lobos/Marcelo Bonfá|197146|6432922|0.99|1|7|140
1695|Pais E Filhos|pais e filhos|Dado Villa-Lobos/Marcelo Bonfá|308401|10130685|0.99|1|7|140
1696|Meninos E Meninas|meninos e meninas|Dado Villa-Lobos/Marcelo Bonfá|203781|6667802|0.99|1|7|140
1697|Vento No Litoral|vento no litoral|Dado Villa-Lobos/Marcelo Bonfá|366445|12063806|0.99|1|7|140
1698|Perfeição|perfeição|Dado Villa-Lobos/Marcelo Bonfá|276558|9258489|0.99|1|7|140
1699|Giz|giz|Dado Villa-Lobos/Marcelo Bonfá|202213|6677671|0.99|1|7|140
1700|Dezesseis|dezesseis|Dado Villa-Lobos/Marcelo Bonfá|321724|10501773|0.99|1|7|140
1701|Antes Das Seis|antes das seis|Dado Villa-Lobos|189231|6296531|0.99|1|7|140
1702|Are You Gonna Go My Way|are you gonna go my way|Craig Ross/Lenny Kravitz|211591|6905135|0.99|1|1|141
1703|Fly Away|fly away|Lenny Kravitz|221962|7322085|0.99|1|1|141
1704|Rock And Roll Is Dead|rock and roll is dead|Lenny Kravitz|204199|6680312|0.99|1|1|141
1705|Again|again|Lenny Kravitz|228989|7490476|0.99|1|1|141
1706|It Ain't Over 'Til It's Over|it ain't over 'til it's over|Lenny Kravitz|242703|8078936|0.99|1|1|141
1707|Can't Get You Off My Mind|can't get you off my mind|Lenny Kravitz|273815|8937150|0.99|1|1|141
1708|Mr. Cab Driver|mr. cab driver|Lenny Kravitz|230321|7668084|0.99|1|1|141
1709|American Woman|american woman|B. Cummings/G. Peterson/M.J. Kale/R. Bachman|261773|8538023|0.99|1|1|141
1710|Stand By My Woman|stand by my woman|Henry Kirssch/Lenny Kravitz/S. Pasch A. Krizan|259683|8447611|0.99|1|1|141
1711|Always On The Run|always on the run|Lenny Kravitz/Slash|232515|7593397|0.99|1|1|141
1712|Heaven Help|heaven help|Gerry DeVeaux/Terry Britten|190354|6222092|0.99|1|1|141
1713|I Belong To You|i belong to you|Lenny Kravitz|257123|8477980|0.99|1|1|141
1714|Believe|believe|Henry Hirsch/Lenny Kravitz|295131|9661978|0.99|1|1|141
1715|Let Love Rule|let love rule|Lenny Kravitz|342648|11298085|0.99|1|1|141
1716|Black Velveteen|black velveteen|Lenny Kravitz|290899|9531301|0.99|1|1|141
1717|Assim Caminha A Humanidade|assim caminha a humanidade||210755|6993763|0.99|1|7|142
1718|Honolulu|honolulu||261433|8558481|0.99|1|7|143
1719|Dancin´Days|dancin´days||237400|7875347|0.99|1|7|143
1720|Um Pro Outro|um pro outro||236382|7825215|0.99|1|7|142
1721|Aviso Aos Navegantes|aviso aos navegantes||242808|8058651|0.99|1|7|143
1722|Casa|casa||307591|10107269|0.99|1|7|142
1723|Condição|condição||263549|8778465|0.99|1|7|142
1724|Hyperconectividade|hyperconectividade||180636|5948039|0.99|1|7|143
1725|O Descobridor Dos Sete Mares|o descobridor dos sete mares||225854|7475780|0.99|1|7|143
1726|Satisfação|satisfação||208065|6901681|0.99|1|7|142
1727|Brumário|brumário||216241|7243499|0.99|1|7|142
1728|Um Certo Alguém|um certo alguém||194063|6430939|0.99|1|7|143
1729|Fullgás|fullgás||346070|11505484|0.99|1|7|143
1730|Sábado À Noite|sábado À noite||193854|6435114|0.99|1|7|142
1731|A Cura|a cura||280920|9260588|0.99|1|7|142
1732|Aquilo|aquilo||246073|8167819|0.99|1|7|143
1733|Atrás Do Trio Elétrico|atrás do trio elétrico||149080|4917615|0.99|1|7|142
1734|Senta A Pua|senta a pua||217547|7205844|0.99|1|7|143
1735|Ro-Que-Se-Da-Ne|ro-que-se-da-ne||146703|4805897|0.99|1|7|143
1736|Tudo Bem|tudo bem||196101|6419139|0.99|1|7|142
1737|Toda Forma De Amor|toda forma de amor||227813|7496584|0.99|1|7|142
1738|Tudo Igual|tudo igual||276035|9201645|0.99|1|7|143
1739|Fogo De Palha|fogo de palha||246804|8133732|0.99|1|7|143
1740|Sereia|sereia||278047|9121087|0.99|1|7|142
1741|Assaltaram A Gramática|assaltaram a gramática||261041|8698959|0.99|1|7|143
1742|Se Você Pensa|se você pensa||195996|6552490|0.99|1|7|142
1743|Lá Vem O Sol (Here Comes The Sun)|lá vem o sol (here comes the sun)||189492|6229645|0.99|1|7|142
1744|O Último Romântico (Ao Vivo)|o Último romântico (ao vivo)||231993|7692697|0.99|1|7|143
1745|Pseudo Silk Kimono|pseudo silk kimono|Kelly, Mosley, Rothery, Trewaves|134739|4334038|0.99|1|1|144
1746|Kayleigh|kayleigh|Kelly, Mosley, Rothery, Trewaves|234605|7716005|0.99|1|1|144
1747|Lavender|lavender|Kelly, Mosley, Rothery, Trewaves|153417|4999814|0.99|1|1|144
1748|Bitter Suite: Brief Encounter / Lost Weekend / Blue Angel|bitter suite: brief encounter / lost weekend / blue angel|Kelly, Mosley, Rothery, Trewaves|356493|11791068|0.99|1|1|144
1749|Heart Of Lothian: Wide Boy / Curtain Call|heart of lothian: wide boy / curtain call|Kelly, Mosley, Rothery, Trewaves|366053|11893723|0.99|1|1|144
1750|Waterhole (Expresso Bongo)|waterhole (expresso bongo)|Kelly, Mosley, Rothery, Trewaves|133093|4378835|0.99|1|1|144
1751|Lords Of The Backstage|lords of the backstage|Kelly, Mosley, Rothery, Trewaves|112875|3741319|0.99|1|1|144
1752|Blind Curve: Vocal Under A Bloodlight / Passing Strangers / Mylo / Perimeter Walk / Threshold|blind curve: vocal under a bloodlight / passing strangers / mylo / perimeter walk / threshold|Kelly, Mosley, Rothery, Trewaves|569704|18578995|0.99|1|1|144
1753|Childhoods End?|childhoods end?|Kelly, Mosley, Rothery, Trewaves|272796|9015366|0.99|1|1|144
1754|White Feather|white feather|Kelly, Mosley, Rothery, Trewaves|143595|4711776|0.99|1|1|144
1755|Arrepio|arrepio|Carlinhos Brown|136254|4511390|0.99|1|7|145
1756|Magamalabares|magamalabares|Carlinhos Brown|215875|7183757|0.99|1|7|145
1757|Chuva No Brejo|chuva no brejo|Morais|145606|4857761|0.99|1|7|145
1758|Cérebro Eletrônico|cérebro eletrônico|Gilberto Gil|172800|5760864|0.99|1|7|145
1759|Tempos Modernos|tempos modernos|Lulu Santos|183066|6066234|0.99|1|7|145
1760|Maraçá|maraçá|Carlinhos Brown|230008|7621482|0.99|1|7|145
1761|Blanco|blanco|Marisa Monte/poema de Octavio Paz/versão: Haroldo de Campos|45191|1454532|0.99|1|7|145
1762|Panis Et Circenses|panis et circenses|Caetano Veloso e Gilberto Gil|192339|6318373|0.99|1|7|145
1763|De Noite Na Cama|de noite na cama|Caetano Veloso e Gilberto Gil|209005|7012658|0.99|1|7|145
1764|Beija Eu|beija eu|Caetano Veloso e Gilberto Gil|197276|6512544|0.99|1|7|145
1765|Give Me Love|give me love|Caetano Veloso e Gilberto Gil|249808|8196331|0.99|1|7|145
1766|Ainda Lembro|ainda lembro|Caetano Veloso e Gilberto Gil|218801|7211247|0.99|1|7|145
1767|A Menina Dança|a menina dança|Caetano Veloso e Gilberto Gil|129410|4326918|0.99|1|7|145
1768|Dança Da Solidão|dança da solidão|Caetano Veloso e Gilberto Gil|203520|6699368|0.99|1|7|145
1769|Ao Meu Redor|ao meu redor|Caetano Veloso e Gilberto Gil|275591|9158834|0.99|1|7|145
1770|Bem Leve|bem leve|Caetano Veloso e Gilberto Gil|159190|5246835|0.99|1|7|145
1771|Segue O Seco|segue o seco|Caetano Veloso e Gilberto Gil|178207|5922018|0.99|1|7|145
1772|O Xote Das Meninas|o xote das meninas|Caetano Veloso e Gilberto Gil|291866|9553228|0.99|1|7|145
1773|Wherever I Lay My Hat|wherever i lay my hat||136986|4477321|0.99|1|14|146
1774|Get My Hands On Some Lovin'|get my hands on some lovin'||149054|4860380|0.99|1|14|146
1775|No Good Without You|no good without you|"William ""Mickey"" Stevenson"|161410|5259218|0.99|1|14|146
1776|You've Been A Long Time Coming|you've been a long time coming|Brian Holland/Eddie Holland/Lamont Dozier|137221|4437949|0.99|1|14|146
1777|When I Had Your Love|when i had your love|"Robert Rogers/Warren ""Pete"" Moore/William ""Mickey"" Stevenson"|152424|4972815|0.99|1|14|146
1778|You're What's Happening (In The World Today)|you're what's happening (in the world today)|Allen Story/George Gordy/Robert Gordy|142027|4631104|0.99|1|14|146
1779|Loving You Is Sweeter Than Ever|loving you is sweeter than ever|Ivy Hunter/Stevie Wonder|166295|5377546|0.99|1|14|146
1780|It's A Bitter Pill To Swallow|it's a bitter pill to swallow|"Smokey Robinson/Warren ""Pete"" Moore"|194821|6477882|0.99|1|14|146
1781|Seek And You Shall Find|seek and you shall find|"Ivy Hunter/William ""Mickey"" Stevenson"|223451|7306719|0.99|1|14|146
1782|Gonna Keep On Tryin' Till I Win Your Love|gonna keep on tryin' till i win your love|Barrett Strong/Norman Whitfield|176404|5789945|0.99|1|14|146
1783|Gonna Give Her All The Love I've Got|gonna give her all the love i've got|Barrett Strong/Norman Whitfield|210886|6893603|0.99|1|14|146
1784|I Wish It Would Rain|i wish it would rain|Barrett Strong/Norman Whitfield/Roger Penzabene|172486|5647327|0.99|1|14|146
1785|Abraham, Martin And John|abraham, martin and john|Dick Holler|273057|8888206|0.99|1|14|146
1786|Save The Children|save the children|Al Cleveland/Marvin Gaye/Renaldo Benson|194821|6342021|0.99|1|14|146
1787|You Sure Love To Ball|you sure love to ball|Marvin Gaye|218540|7217872|0.99|1|14|146
1788|Ego Tripping Out|ego tripping out|Marvin Gaye|314514|10383887|0.99|1|14|146
1789|Praise|praise|Marvin Gaye|235833|7839179|0.99|1|14|146
1790|Heavy Love Affair|heavy love affair|Marvin Gaye|227892|7522232|0.99|1|14|146
1791|Down Under|down under||222171|7366142|0.99|1|1|147
1792|Overkill|overkill||225410|7408652|0.99|1|1|147
1793|Be Good Johnny|be good johnny||216320|7139814|0.99|1|1|147
1794|Everything I Need|everything i need||216476|7107625|0.99|1|1|147
1795|Down by the Sea|down by the sea||408163|13314900|0.99|1|1|147
1796|Who Can It Be Now?|who can it be now?||202396|6682850|0.99|1|1|147
1797|It's a Mistake|it's a mistake||273371|8979965|0.99|1|1|147
1798|Dr. Heckyll & Mr. Jive|dr. heckyll & mr. jive||278465|9110403|0.99|1|1|147
1799|Shakes and Ladders|shakes and ladders||198008|6560753|0.99|1|1|147
1800|No Sign of Yesterday|no sign of yesterday||362004|11829011|0.99|1|1|147
1801|Enter Sandman|enter sandman|James Hetfield, Lars Ulrich and Kirk Hammett|332251|10852002|0.99|1|3|148
1802|Sad But True|sad but true|Ulrich|324754|10541258|0.99|1|3|148
1803|Holier Than Thou|holier than thou|Ulrich|227892|7462011|0.99|1|3|148
1804|The Unforgiven|the unforgiven|James Hetfield, Lars Ulrich and Kirk Hammett|387082|12646886|0.99|1|3|148
1805|Wherever I May Roam|wherever i may roam|Ulrich|404323|13161169|0.99|1|3|148
1806|Don't Tread On Me|don't tread on me|Ulrich|240483|7827907|0.99|1|3|148
1807|Through The Never|through the never|James Hetfield, Lars Ulrich and Kirk Hammett|244375|8024047|0.99|1|3|148
1808|Nothing Else Matters|nothing else matters|Ulrich|388832|12606241|0.99|1|3|148
1809|Of Wolf And Man|of wolf and man|James Hetfield, Lars Ulrich and Kirk Hammett|256835|8339785|0.99|1|3|148
1810|The God That Failed|the god that failed|Ulrich|308610|10055959|0.99|1|3|148
1811|My Friend Of Misery|my friend of misery|James Hetfield, Lars Ulrich and Jason Newsted|409547|13293515|0.99|1|3|148
1812|The Struggle Within|the struggle within|Ulrich|234240|7654052|0.99|1|3|148
1813|Helpless|helpless|Harris/Tatler|398315|12977902|0.99|1|3|149
1814|The Small Hours|the small hours|Holocaust|403435|13215133|0.99|1|3|149
1815|The Wait|the wait|Killing Joke|295418|9688418|0.99|1|3|149
1816|Crash Course In Brain Surgery|crash course in brain surgery|Bourge/Phillips/Shelley|190406|6233729|0.99|1|3|149
1817|Last Caress/Green Hell|last caress/green hell|Danzig|209972|6854313|0.99|1|3|149
1818|Am I Evil?|am i evil?|Harris/Tatler|470256|15387219|0.99|1|3|149
1819|Blitzkrieg|blitzkrieg|Jones/Sirotto/Smith|216685|7090018|0.99|1|3|149
1820|Breadfan|breadfan|Bourge/Phillips/Shelley|341551|11100130|0.99|1|3|149
1821|The Prince|the prince|Harris/Tatler|265769|8624492|0.99|1|3|149
1822|Stone Cold Crazy|stone cold crazy|Deacon/May/Mercury/Taylor|137717|4514830|0.99|1|3|149
1823|So What|so what|Culmer/Exalt|189152|6162894|0.99|1|3|149
1824|Killing Time|killing time|Sweet Savage|183693|6021197|0.99|1|3|149
1825|Overkill|overkill|Clarke/Kilmister/Tayler|245133|7971330|0.99|1|3|149
1826|Damage Case|damage case|Clarke/Farren/Kilmister/Tayler|220212|7212997|0.99|1|3|149
1827|Stone Dead Forever|stone dead forever|Clarke/Kilmister/Tayler|292127|9556060|0.99|1|3|149
1828|Too Late Too Late|too late too late|Clarke/Kilmister/Tayler|192052|6276291|0.99|1|3|149
1829|Hit The Lights|hit the lights|James Hetfield, Lars Ulrich|257541|8357088|0.99|1|3|150
1830|The Four Horsemen|the four horsemen|James Hetfield, Lars Ulrich, Dave Mustaine|433188|14178138|0.99|1|3|150
1831|Motorbreath|motorbreath|James Hetfield|188395|6153933|0.99|1|3|150
1832|Jump In The Fire|jump in the fire|James Hetfield, Lars Ulrich, Dave Mustaine|281573|9135755|0.99|1|3|150
1833|(Anesthesia) Pulling Teeth|(anesthesia) pulling teeth|Cliff Burton|254955|8234710|0.99|1|3|150
1834|Whiplash|whiplash|James Hetfield, Lars Ulrich|249208|8102839|0.99|1|3|150
1835|Phantom Lord|phantom lord|James Hetfield, Lars Ulrich, Dave Mustaine|302053|9817143|0.99|1|3|150
1836|No Remorse|no remorse|James Hetfield, Lars Ulrich|386795|12672166|0.99|1|3|150
1837|Seek & Destroy|seek & destroy|James Hetfield, Lars Ulrich|415817|13452301|0.99|1|3|150
1838|Metal Militia|metal militia|James Hetfield, Lars Ulrich, Dave Mustaine|311327|10141785|0.99|1|3|150
1839|Ain't My Bitch|ain't my bitch|James Hetfield, Lars Ulrich|304457|9931015|0.99|1|3|151
1840|2 X 4|2 x 4|James Hetfield, Lars Ulrich, Kirk Hammett|328254|10732251|0.99|1|3|151
1841|The House Jack Built|the house jack built|James Hetfield, Lars Ulrich, Kirk Hammett|398942|13005152|0.99|1|3|151
1842|Until It Sleeps|until it sleeps|James Hetfield, Lars Ulrich|269740|8837394|0.99|1|3|151
1843|King Nothing|king nothing|James Hetfield, Lars Ulrich, Kirk Hammett|328097|10681477|0.99|1|3|151
1844|Hero Of The Day|hero of the day|James Hetfield, Lars Ulrich, Kirk Hammett|261982|8540298|0.99|1|3|151
1845|Bleeding Me|bleeding me|James Hetfield, Lars Ulrich, Kirk Hammett|497998|16249420|0.99|1|3|151
1846|Cure|cure|James Hetfield, Lars Ulrich|294347|9648615|0.99|1|3|151
1847|Poor Twisted Me|poor twisted me|James Hetfield, Lars Ulrich|240065|7854349|0.99|1|3|151
1848|Wasted My Hate|wasted my hate|James Hetfield, Lars Ulrich, Kirk Hammett|237296|7762300|0.99|1|3|151
1849|Mama Said|mama said|James Hetfield, Lars Ulrich|319764|10508310|0.99|1|3|151
1850|Thorn Within|thorn within|James Hetfield, Lars Ulrich, Kirk Hammett|351738|11486686|0.99|1|3|151
1851|Ronnie|ronnie|James Hetfield, Lars Ulrich|317204|10390947|0.99|1|3|151
1852|The Outlaw Torn|the outlaw torn|James Hetfield, Lars Ulrich|588721|19286261|0.99|1|3|151
1853|Battery|battery|J.Hetfield/L.Ulrich|312424|10229577|0.99|1|3|152
1854|Master Of Puppets|master of puppets|K.Hammett|515239|16893720|0.99|1|3|152
1855|The Thing That Should Not Be|the thing that should not be|K.Hammett|396199|12952368|0.99|1|3|152
1856|Welcome Home (Sanitarium)|welcome home (sanitarium)|K.Hammett|387186|12679965|0.99|1|3|152
1857|Disposable Heroes|disposable heroes|J.Hetfield/L.Ulrich|496718|16135560|0.99|1|3|152
1858|Leper Messiah|leper messiah|C.Burton|347428|11310434|0.99|1|3|152
1859|Orion|orion|K.Hammett|500062|16378477|0.99|1|3|152
